"","form_sans","form_serif","form_callig","class_grotesque","class_geom","class_geom-square","class_humanist","class_transitional","class_oldstyle","class_clarendon","class_slab","class_glyphic","class_casual","class_didone","class_monotype","class_amp","family_helvetica","family_futura","family_eurostile","family_gillsans","family_bauhaus","family_kepler","family_times","family_bembo","family_clarendon","family_rockwell","family_comfortaa","family_centaur","family_copperplate-gothic","family_nadianne","family_bodoni","family_trajan","family_americana","family_monotype","ver_bold","ver_cb","ver_bi","ver_wide","ver_light","ver_orig","ver_wb","ver_co","ver_cbi","ver_italic","ver_wbi","ver_wi","ver_ci","ver_wl","ver_wli","ver_li","width_condensed","width_wide","width_orig","width_has_condensed","width_has_wide","width_has_orig","width_mixed","weight_bold","weight_light","weight_orig","weight_has_bold","weight_has_light","weight_has_orig","weight_mixed","style_italic","style_orig","style_has_italic","style_has_orig","style_mixed"
"lear-corporation",13,1,0,5,6,1,1,0,0,0,0,0,0,1,0,0,5,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,4,0,0,1,2,0,3,0,6,4,4,1,1,1,1,8,3,3,1,0,0,0,13,1,1,0,0
"lego",3,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,0,0,1,0,4,0,0,1,0,0,0,4,0,1,0,0
"lennar",6,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,6,0,0,1,0,0,0,0,6,0,1,0
"lenovo",5,1,0,1,3,0,1,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,5,0,1,1,0,0,0,0,6,0,1,0
"leucadia-national-corporation",1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,1,1,3,0,0,1,0,0,0,1,2,1,1,1
"level-3",4,2,0,2,1,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,5,0,1,1,0,0,0,0,6,0,1,0
"levis",6,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,0,6,0,0,1,0,0,0,0,6,0,1,0
"liberty-interactive-corporation",25,0,0,4,18,1,2,0,0,0,0,0,0,0,0,0,4,16,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,10,6,1,1,0,0,0,0,0,1,0,0,4,2,19,0,0,1,0,7,11,7,1,1,1,1,1,24,0,1,0
"liberty-mutual-holding-company",10,11,0,2,6,2,0,4,0,0,1,0,0,4,2,0,2,0,2,0,3,3,3,0,0,1,3,0,0,0,1,0,1,2,6,4,0,0,0,9,0,1,0,0,0,0,0,1,0,0,5,1,15,0,0,1,0,10,1,10,1,0,1,1,0,21,0,1,0
"lifepoint-health",5,7,3,2,1,0,2,5,2,0,0,3,0,0,0,0,2,1,0,2,0,0,3,1,0,0,0,1,0,0,0,3,2,0,0,0,0,0,2,8,0,4,0,0,0,0,0,1,0,0,4,1,10,1,0,1,1,0,3,12,0,0,1,0,0,15,0,1,0
"lilly",2,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,3,0,0,1,0,0,0,3,0,1,0,0
"lincoln",6,1,0,3,2,0,1,0,0,1,0,0,0,0,0,0,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,1,0,0,1,1,5,0,0,1,0,0,4,3,0,1,1,1,0,7,0,1,0
"linkedin",8,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,5,0,0,1,0,8,0,0,1,0,0,0,0,8,0,1,0
"listerine",9,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,1,0,1,1,9,0,0,1,0,0,0,0,9,0,1,0
"lithia-motors",11,0,4,1,4,4,2,0,0,0,0,4,0,0,0,0,1,3,4,2,0,0,0,0,0,0,1,0,4,0,0,0,0,0,5,2,0,1,0,4,0,3,0,0,0,0,0,0,0,0,5,1,9,1,0,1,1,7,0,8,1,0,1,1,0,15,0,1,0
"live-nation-entertainment",10,1,0,1,3,6,0,0,0,1,0,0,0,0,0,0,1,0,6,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,6,0,1,0,0,0,0,1,0,0,1,0,0,0,8,3,0,1,1,1,3,1,7,1,0,1,1,1,10,0,1,0
"lkq-corporation",6,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,5,1,0,1,0,0,6,0,0,1,0,0,0,4,2,1,1,1
"lm",2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,1,1,1,0,2,0,1,0
"lockheed-martin",14,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13,0,0,1,0,14,0,0,1,0,0,0,14,0,1,0,0
"loews-corporation",6,2,0,1,2,0,3,0,0,0,2,0,0,0,0,0,1,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,3,2,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,1,0,2,3,3,0,1,1,1,0,8,0,1,0
"loreal",5,1,0,2,0,3,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,4,2,0,1,1,1,0,2,4,0,1,1,1,0,6,0,1,0
"louis-vuitton",5,1,1,0,4,0,1,0,0,0,1,1,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,6,1,0,1,0,0,0,7,0,1,0
"lowes",6,1,0,1,2,1,2,0,0,0,1,0,0,0,0,0,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,1,1,6,0,1,1,0,0,0,0,7,0,1,0
"lyondellbasell",22,1,0,3,4,10,5,1,0,0,0,0,0,0,0,0,3,0,10,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,5,0,7,0,0,0,0,0,0,0,0,16,0,7,1,0,1,1,9,2,12,1,0,1,1,0,23,0,1,0
"mac",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"macys",3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,1,0,3,0,0,1,0,0,0,3,0,1,0
"marathon-petroleum",9,0,0,2,1,3,3,0,0,0,0,0,0,0,0,0,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,1,1,0,0,0,9,0,0,1,0,0,0,1,8,0,1,0
"markel-corporation",8,0,1,0,2,2,4,0,0,0,0,1,0,0,0,0,0,0,2,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,3,1,0,1,1,8,1,0,1,0,0,0,0,9,0,1,0
"marriott",6,1,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,2,0,5,1,0,1,1,2,0,5,1,0,1,1,0,7,0,1,0
"mars",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
"marshalls",4,4,0,1,2,0,1,3,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,1,0,1,1,8,0,0,1,0,0,0,0,8,0,1,0
"masco",0,5,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,1,1,2,0,3,1,0,1,1,0,5,0,1,0
"massachusetts-mutual-life-insurance-company",12,10,0,6,4,2,0,5,1,1,2,0,0,1,0,0,6,2,2,0,1,1,4,1,1,2,1,0,0,0,0,0,1,0,0,4,0,0,3,5,0,8,0,0,2,0,0,0,0,0,12,2,8,1,0,1,1,6,3,13,1,0,1,1,2,20,0,1,0
"mastercard",9,1,0,1,8,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,4,1,5,1,0,1,1,0,10,0,1,0
"mattel",1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,2,0,0,1,0,0,0,0,2,0,1,0
"max-factor",5,3,0,4,0,0,1,2,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,1,3,0,0,0,0,0,0,0,1,0,0,0,4,4,0,1,1,1,0,2,6,0,0,1,0,0,8,0,1,0
"maytag",3,2,0,1,2,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,3,2,0,1,1,1,4,1,0,1,0,0,0,1,4,0,1,0
"mccormick",4,5,0,1,3,0,0,0,3,0,0,0,0,1,1,0,1,2,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,1,0,3,0,2,0,1,0,0,0,0,0,0,2,1,6,0,0,1,0,2,0,7,0,0,1,0,1,8,0,1,0
"mcdonalds",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
"mckesson",6,2,2,1,1,0,4,0,0,0,2,2,0,0,0,0,1,1,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,1,0,10,0,0,1,0,0,0,0,10,0,1,0
"mckinsey",3,9,0,1,0,1,1,4,3,0,0,0,0,1,1,0,1,0,1,1,0,1,3,1,0,0,0,2,0,0,0,0,1,1,3,1,0,0,1,5,0,1,0,1,0,0,0,0,0,0,2,0,10,0,0,1,0,4,1,7,1,0,1,1,1,11,0,1,0
"mclane-company",6,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,7,0,0,1,0,0,0,0,7,0,1,0
"medtronic",6,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,2,0,5,1,0,1,1,0,7,0,1,0
"mercedes-benz",7,3,1,2,0,1,4,0,0,0,2,1,0,1,0,0,2,0,1,4,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,2,2,0,0,0,0,1,0,0,0,0,4,2,1,8,0,0,1,0,3,6,2,1,1,0,1,5,6,1,1,1
"merck",4,0,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,3,1,0,1,1,2,0,3,1,0,1,1,0,5,0,1,0
"metlife",8,0,0,2,3,1,2,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,1,0,1,0,7,0,0,1,0,0,8,0,1,0
"mgm-resorts-international",20,3,1,9,8,1,2,0,0,1,2,1,0,0,0,0,9,0,1,2,1,0,0,0,1,2,7,0,1,0,0,0,0,0,9,0,0,2,0,12,0,1,0,0,0,0,0,0,0,0,1,2,21,0,0,1,0,9,0,15,1,0,1,1,0,24,0,1,0
"michael-kors",10,1,0,8,1,1,0,0,0,0,1,0,0,0,0,0,8,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,1,0,10,0,0,1,0,0,9,2,0,1,0,0,0,11,0,1,0
"michaels",10,1,0,2,5,2,1,1,0,0,0,0,0,0,0,0,2,3,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,4,0,1,1,1,0,0,0,0,0,0,3,0,8,1,0,1,1,4,1,6,1,0,1,1,2,9,0,1,0
"micron-technology",9,0,1,2,2,2,3,0,0,0,0,0,1,0,0,0,2,2,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4,2,4,1,0,1,1,10,0,0,1,0,0,0,2,8,0,1,0
"microsoft",7,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,2,0,5,1,0,1,1,0,7,0,1,0
"mini",4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,0,0,4,0,0,1,0,0,4,0,1,0
"minute-maid",4,7,0,0,3,1,0,2,1,2,1,0,0,1,0,0,0,2,1,0,0,1,2,1,2,1,1,0,0,0,0,0,0,0,5,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,8,0,0,1,0,7,2,2,1,0,0,0,0,11,0,1,0
"mobil",4,0,1,1,2,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,3,0,2,1,0,1,1,0,5,0,1,0
"moet",2,8,1,1,0,1,0,4,0,0,0,1,0,2,2,0,1,0,1,0,0,1,4,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,1,5,0,3,0,0,0,0,0,0,0,0,5,0,6,1,0,1,1,2,1,8,0,0,1,0,0,11,0,1,0
"mohawk-industries",7,3,0,2,4,1,0,2,0,0,0,0,0,1,0,0,2,3,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,2,3,0,0,2,2,0,1,0,0,0,0,0,0,0,0,4,0,6,1,0,1,1,5,2,3,1,0,1,1,0,10,0,1,0
"molina-healthcare",14,5,0,2,9,2,1,5,0,0,0,0,0,0,0,0,2,7,2,1,2,0,3,0,0,0,0,0,0,0,0,0,2,0,1,4,0,2,0,7,0,5,0,0,0,0,0,0,0,0,9,2,8,1,0,1,1,5,0,14,1,0,1,1,0,19,0,1,0
"mondelez-international",16,5,0,3,2,4,7,2,0,0,1,0,0,2,0,0,3,2,4,7,0,1,2,0,0,1,0,0,0,0,1,0,0,0,8,8,2,0,0,0,2,1,0,0,0,0,0,0,0,0,9,2,10,1,0,1,1,20,0,1,1,0,0,0,2,19,0,1,0
"monsanto-company",3,8,0,0,2,0,1,2,1,1,0,0,0,4,0,0,0,1,0,1,1,4,1,1,1,0,0,0,0,0,0,0,1,0,3,2,0,4,0,1,0,0,0,0,0,0,0,1,0,0,2,5,4,0,1,1,1,5,1,5,1,0,1,1,0,11,0,1,0
"monster-beverage",6,1,1,0,1,3,2,1,0,0,0,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,3,1,4,1,0,1,1,5,1,2,1,0,0,0,1,7,0,1,0
"moodys",0,4,2,0,0,0,0,2,1,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,1,0,2,1,3,1,0,1,1,0,6,0,1,0
"morgan-stanley",13,0,1,6,3,3,1,0,0,0,0,1,0,0,0,0,6,2,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,7,1,0,5,0,0,0,0,0,0,0,0,6,0,8,1,0,1,1,1,7,6,0,1,1,1,0,14,0,1,0
"mosaic",6,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,6,0,0,1,0,0,0,0,6,0,1,0
"motorola",8,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,1,0,0,3,5,0,1,1,1,0,8,0,1,0
"mountain-dew",4,3,0,1,2,1,0,0,0,1,0,0,0,2,0,0,1,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0,0,0,0,0,3,2,2,1,1,1,1,6,0,1,1,0,0,0,7,0,1,0,0
"mt-bank",3,4,0,1,0,0,2,3,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,2,0,5,1,0,1,1,2,0,5,1,0,1,1,0,7,0,1,0
"mtv",2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,0,1,1,0,1,0,3,0,1,0
"murphy-usa",5,2,1,4,1,0,0,0,0,0,1,0,1,1,0,0,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,3,0,1,1,1,8,0,0,1,0,0,0,7,1,1,0,0
"mutual-of-omaha-insurance-company",7,7,0,1,4,2,0,6,0,0,0,0,0,1,0,0,1,2,2,0,1,0,6,0,0,0,1,0,0,0,1,0,0,0,4,7,0,0,0,2,0,0,1,0,0,0,0,0,0,0,8,0,6,1,0,1,1,12,0,2,1,0,0,0,1,13,0,1,0
"national-oilwell-varco",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,2,0,0,1,0,0,0,1,1,1,1,1
"nationwide-mutual-insurance-co",10,5,0,2,5,2,1,1,0,1,1,0,0,1,1,0,2,1,2,1,2,1,1,0,1,1,2,0,0,0,0,0,0,1,3,2,0,0,1,6,1,2,0,0,0,0,0,0,0,0,4,1,10,1,0,1,1,6,1,8,1,0,1,1,0,15,0,1,0
"navient-corporation",6,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,2,4,0,1,1,1,0,6,0,1,0
"navistar-international-corporation",5,1,0,2,2,1,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,2,2,2,1,1,1,1,6,0,0,1,0,0,0,5,1,1,0,0
"nbc",3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,3,0,0,1,0,0,3,0,1,0
"ncr-corporation",3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,0,3,0,0,1,0,0,3,0,1,0
"nestle",5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,5,0,0,1,0,0,0,0,5,0,1,0
"netapp",6,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,1,1,2,0,4,1,0,1,1,0,6,0,1,0
"netflix",7,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,3,0,4,1,0,1,1,0,7,0,1,0
"neutrogena",2,8,0,1,0,1,0,7,0,0,0,0,0,1,0,0,1,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7,0,1,0,0,0,0,0,0,0,0,1,0,9,0,0,1,0,0,2,8,0,0,1,0,0,10,0,1,0
"new-york-life-insurance-company",4,1,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,3,0,2,1,0,1,1,0,5,0,1,0
"newell-brands",11,0,0,5,3,2,1,0,0,0,0,0,0,0,0,0,5,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,0,1,1,0,0,1,1,1,9,0,0,1,0,0,5,6,0,1,1,1,5,6,1,1,1
"newmont-mining-corporation",8,0,1,4,2,2,0,0,0,0,0,0,1,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,4,0,1,0,0,0,0,2,1,6,0,0,1,0,3,0,6,1,0,1,1,8,1,1,0,0
"newport",4,2,0,3,1,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,2,4,0,1,1,1,2,1,3,1,0,1,1,0,6,0,1,0
"news-corporation",0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,1,1,1,4,0,0,1,0,0,0,4,0,1,0,0
"nextera-energy",12,1,0,8,1,0,3,0,0,0,1,0,0,0,0,0,8,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,7,0,0,0,8,5,0,1,1,1,0,10,3,0,1,0,0,1,12,0,1,0
"ngl-energy-partners-lp",13,1,0,10,0,3,0,0,0,1,0,0,0,0,0,0,10,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,6,1,1,12,0,0,1,0,1,6,7,0,1,1,1,14,0,1,0,0
"nielsen",2,5,0,0,2,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,1,5,0,0,1,0,1,1,5,0,0,1,0,0,7,0,1,0
"nike",2,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,1,1,3,0,0,1,0,0,0,3,0,1,0,0
"nisource",4,2,0,3,1,0,0,0,0,1,0,0,0,1,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2,3,0,1,1,1,5,0,1,1,0,0,0,6,0,1,0,0
"nissan",6,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,5,0,0,1,0,0,6,0,1,0
"nordstrom",7,4,0,2,4,0,1,2,0,0,1,0,0,1,0,0,2,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,4,5,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,1,0,2,4,5,0,1,1,1,0,11,0,1,0
"norfolk",11,2,0,6,2,2,1,0,0,0,0,0,0,2,0,0,6,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,4,0,0,0,0,0,0,6,0,7,1,0,1,1,9,0,4,1,0,1,1,13,0,1,0,0
"northrop-grumman-corporation",5,7,0,4,1,0,0,0,0,3,1,0,0,3,0,0,4,1,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,9,0,0,0,0,0,2,9,1,0,1,0,0,12,0,0,1,0,0,0,11,1,1,0,0
